"Timestamp","Select gender","Postal zone(e.g Kingston 2) ","Please select your age group","What is your usual craving for Jamaican breakfast?","Which of these popular Jamaican sides would you pair with your breakfast? ","What do you usually order for a light breakfast?","Which meat type do you prefer?","Which of these would you typically order for lunch? ","And what side dish would you choose to go with that? ","Which of these cooking styles or flavors do you enjoy the most in your meals? ","Which of these popular Jamaican Juices would you choose with your lunch? ","What drink would you most likely order with your lunch? ","Which of these smoothie combinations sounds most refreshing to you?"
"2025/03/25 8:24:21 PM EST","Female","Kingston 12","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Fritters;Hashbrown","French Toast;Waffles;Bacon;Scrambled Eggs;Sandwich;Fruits","Chicken","Bake Chicken","Rice and Peas;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Orange Juice","Soft drink","Fruits (no milk)"
"2025/03/25 8:24:48 PM EST","Female","Kingston 3","Young Adult (20 - 29)","Beans and sausage","Hashbrown","Fruits","Chicken","Pizza","Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice","Soft drink","Fruits (no milk)"
"2025/03/25 8:26:49 PM EST","Female","Greater Portmore ","Teenager (12 - 19)","Egg","Fry Dumpling;Bammy;Breadfruit;Fritters;Hashbrown;Festival","Bacon;Scrambled Eggs;Sandwich;Sausage","Chicken","Patty","Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice","Cran Wata","Fruits (no milk)"
"2025/03/25 8:28:34 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters","Scrambled Eggs;Sandwich;Sausage;Fruits","Chicken","Patty","Coco Bread","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice;Guava pineapple Juice;Orange Juice","Soft drink","Banana, oats, nutmegs, almond milk"
"2025/03/25 8:42:15 PM EST","Female","Kingston 6","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit;Fritters","Porridge;Pancakes;Sandwich","Chicken","Bake Chicken","Rice and Peas;Mashed potatoes","Indian (eg. curry)","Juneplum Juice","Sparkling Cran Wata","Fruits (no milk)"
"2025/03/25 8:52:33 PM EST","Male","Greater Portmore","Young Adult (20 - 29)","Egg","Breadfruit","Scrambled Eggs;Sausage","Chicken;Pork","Jerk Chicken","Rice and Peas;Fries","Chinese (eg. stir fries)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","water","Banana, oats, nutmegs, almond milk"
"2025/03/25 9:31:03 PM EST","Female","","Young Adult (20 - 29)","Beans and sausage","Fry Dumpling;Bammy;Breadfruit","French Toast;Waffles;Scrambled Eggs;Sausage","Chicken;Pork;Goat;Beef","Fry Chicken","Rice and Peas;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice","Tropicana","Fruits (no milk)"
"2025/03/25 9:39:25 PM EST","Female","Kingston 19","Young Adult (20 - 29)","Callaloo","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit","Pancakes","Chicken;Fish","Fry Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Water ","Fruits (no milk)"
"2025/03/25 10:28:27 PM EST","Female","Kingston ","Teenager (12 - 19)","Ackee & Saltfish","Fry Dumpling;Fritters","Pancakes;Bacon","Chicken","Sandwich/Burger","Rice and Peas;White Rice;Alfredo pasta;Fries","Indian (eg. curry)","Orange Juice","Soft drink","Fruits (with milk)"
"2025/03/25 10:34:51 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Bammy;Fritters","Pancakes;Sandwich","Chicken","Sandwich/Burger","Coco Bread;White Rice;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Soft drink","Fruits (with milk)"
"2025/03/25 11:10:51 PM EST","Male","Kingston 6","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling","Sandwich;Fruits","Chicken","Fry Chicken","Rice and Peas","Chinese (eg. stir fries)","Orange Juice","Soft drink","Fruits (no milk)"
"2025/03/25 11:31:16 PM EST","Female","Kingston 6","Teenager (12 - 19)","Egg","Ground Provision/ Soul Food;Fry Dumpling;toast","Porridge;Sandwich","Chicken;Fish;Pork;Goat;Beef","Fry Chicken","Rice and Peas;Fries;Raw vegetables salad","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)","Pine & ginger Juice;Juneplum Juice","Soft drink","Banana, oats, nutmegs, almond milk"
"2025/03/25 11:43:48 PM EST","Female","","Young Adult (20 - 29)","I skip breakfast. I may have a fruit or juice","When did Hashbrown become ""Jamaican""","Porridge;Fruits","Fish;Goat;Beef","Fry Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Soda","Energy drink","Fruits (no milk)"
"2025/03/25 11:47:56 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling","Pancakes;French Toast;Waffles;Bacon;Scrambled Eggs;Sandwich;Sausage","Chicken;Pork;Goat;Beef","Barbe-Fry Chicken","Rice and Peas;Alfredo pasta;Mashed potatoes","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Orange Juice","Box drink","Fruits (with milk)"
"2025/03/26 5:34:58 AM EST","Female","JMACE25","Young Adult (20 - 29)","Pizza or Burger","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit","Porridge","Chicken;Pork;Goat;Beef","Curry Goat","Rice and Peas;Mashed potatoes;Raw vegetables salad","Chinese (eg. stir fries)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Box drink","Fruits (with milk)"
"2025/03/26 6:07:13 AM EST","Female","Kingston 7","Young Adult (20 - 29)","Egg","sausage","French Toast;Waffles;Bacon;Scrambled Eggs;Sausage;Fruits","Chicken;Goat;Beef","Jerk Chicken","Rice and Peas","Indian (eg. curry)","Orange Juice","Cran Wata","Fruits (no milk)"
"2025/03/26 12:41:26 PM EST","Female","Kingston 11","Young Adult (20 - 29)","Sandwich consisting other items","Fry Dumpling;Bammy;Breadfruit;Fritters;Hashbrown;Festival","Porridge;Sandwich;Fruits","Chicken;Pork;Goat;Beef","Fry Chicken","Alfredo pasta;Mashed potatoes;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Orange Juice","Box drink","Fruits (no milk)"
"2025/03/26 7:50:26 PM EST","Female","Kingston 3 ","Generation x ( 45+)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Breadfruit","Porridge;Fruits","Chicken;Beef","Escovitch Fish","Rice and Peas;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice","Energy drink","Banana, oats, nutmegs, almond milk"
"2025/03/26 10:07:01 PM EST","Female","Kingston 3","Young Adult (20 - 29)","Egg","Fry Dumpling;Breadfruit;Fritters","Porridge;Bacon;Scrambled Eggs;Sausage;Fruits","Chicken;Pork;Goat","Fry Chicken","Rice and Peas","Chinese (eg. stir fries)","Orange Juice","Box drink","Fruits (no milk)"
"2025/03/26 10:17:17 PM EST","Male","St Catherine ","Millenials (30 - 44)","Egg","Fritters","Sandwich","Chicken","Fry Chicken","Rice and Peas","Chinese (eg. stir fries)","Juneplum Juice","Cran Wata","Fruits (no milk)"
"2025/03/27 9:19:36 AM EST","Female","Kingston 7","Young Adult (20 - 29)","Cooked-up Saltfish","Boiled Dumpling;Festival","Fruits","Chicken","Bake Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice;Orange Juice","Soft drink","Fruits (no milk)"
"2025/03/27 9:29:12 AM EST","Male","Kingston 19","Young Adult (20 - 29)","Stew chicken ","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Fritters;Festival","Bacon;Scrambled Eggs;Sandwich","Chicken;Pork;Goat;Beef","Fry Chicken","Rice and Peas;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Cran Wata","Fruits (with milk)"
"2025/03/27 9:57:42 AM EST","Female","Portmore ","Young Adult (20 - 29)","Beans and sausage","Fry Dumpling;Breadfruit","Porridge;Sausage;Fruits","Chicken;Pork;Goat;Beef","Jerk Pork","Rice and Peas;Alfredo pasta;Raw vegetables salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice;Guava pineapple Juice;Orange Juice","Tropical Rythm","Fruits (no milk)"
"2025/03/27 11:06:39 AM EST","Female","","Young Adult (20 - 29)","Cooked-up Saltfish","Ground Provision/ Soul Food;Bammy;Festival","Pancakes;French Toast;Waffles;Bacon;Scrambled Eggs","Chicken;Fish;Goat;Beef","Fry Chicken","Rice and Peas;Alfredo pasta;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Cran Wata","Fruits (no milk)"
"2025/03/27 12:11:14 PM EST","Female","St. Catherine ","Generation x ( 45+)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters;Festival","Porridge;Scrambled Eggs;Sandwich;Fruits","Chicken;Fish;Pork;Goat","Bake Chicken","Rice and Peas;Mashed potatoes;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Beetroot Juice","Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/03/27 12:21:02 PM EST","Female","Kingston 20","Young Adult (20 - 29)","Callaloo","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling","Bacon;Scrambled Eggs;Sausage;Fruits","Chicken;Beef","Curry Goat","White Rice;Alfredo pasta","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Tropical Rythm","Fruits (no milk)"
"2025/03/27 12:48:02 PM EST","Female","Kingston 5","Generation x ( 45+)","stew chicken ","Ground Provision/ Soul Food","Fruits","Chicken","Brown Stew Fish","Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice;water","water","Spinach, Skim Milk, Chia Seeds"
"2025/03/27 12:52:34 PM EST","Female","Kingston ","Millenials (30 - 44)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Breadfruit","Porridge;Scrambled Eggs;Sausage","Chicken","Fry Chicken","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice","Squeeze","Dont drink smoothie "
"2025/03/27 1:32:20 PM EST","Female","Clarendon","Millenials (30 - 44)","Ackee & Saltfish","Ground Provision/ Soul Food","Porridge;French Toast","Beef","Stew Pork","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Beetroot Juice","Box drink","Fruits (no milk)"
"2025/03/27 1:35:54 PM EST","Male","Kingston 2","Young Adult (20 - 29)","Egg","Fritters","French Toast;Bacon;Scrambled Eggs;Sausage","Chicken;Pork","Barbe-Fry Chicken","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Squeeze","Banana, oats, nutmegs, almond milk"
"2025/03/27 2:05:06 PM EST","Female","St Elizabeth ","Generation x ( 45+)","Ackee & Saltfish","Ground Provision/ Soul Food","Porridge","Chicken","Fry Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Cran Wata","Fruits (no milk)"
"2025/03/27 3:07:39 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Breadfruit","Bacon;Fruits","Chicken;Fish;Pork;Goat;Beef","Fry Chicken","Rice and Peas","Indian (eg. curry)","Pine & ginger Juice","Soft drink","Fruits (no milk)"
"2025/03/27 3:08:22 PM EST","Male","Kingston 19","Young Adult (20 - 29)","Egg","Hashbrown","Pancakes;Scrambled Eggs;Sausage","Chicken;Fish;Pork;Goat;Beef","Sandwich/Burger","Rice and Peas;Alfredo pasta;Fries","Chinese (eg. stir fries)","Pine & ginger Juice;Orange Juice","Squeeze","Fruits (with milk)"
"2025/03/27 3:11:37 PM EST","Female","St.Andrew","Young Adult (20 - 29)","Callaloo","Ground Provision/ Soul Food;Fry Dumpling;Breadfruit","Pancakes;Waffles;Fruits","Chicken;Fish;Don't eat meat","Patty","Coco Bread;Fries","Chinese (eg. stir fries)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Cran Wata","Fruits (no milk)"
"2025/03/27 3:15:19 PM EST","Female","Kgn 2","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Breadfruit;Fritters;Festival","Pancakes;Bacon;Scrambled Eggs;Sausage;Fruits","Chicken;Goat","Fry Chicken","Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Orange Juice","Tropicana","Fruits (no milk)"
"2025/03/27 3:19:56 PM EST","Female","Kingston 6","Young Adult (20 - 29)","Liver","Fry Dumpling;Breadfruit;Fritters;Hashbrown;Festival","Porridge;Sandwich;Fruits","Chicken;Goat","Fry Chicken","White Rice","Indian (eg. curry)","Pine & ginger Juice;Callaloo Juice;Juneplum Juice;Guava pineapple Juice;Beetroot Juice;Orange Juice","Energy drink","Banana, oats, nutmegs, almond milk"
"2025/03/27 4:04:18 PM EST","Male","Kingston 6","Millenials (30 - 44)","Ackee & Saltfish","Ground Provision/ Soul Food;Boiled Dumpling;Breadfruit;Fritters","Porridge;Scrambled Eggs;Sandwich","Fish","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Escovitch Fish;Brown Stew Fish","Rice and Peas;Raw vegetables salad","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Beetroot Juice","Tropicana","Banana, oats, nutmegs, almond milk"
"2025/03/27 4:06:42 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Fritters;Festival","Pancakes;French Toast;Waffles;Scrambled Eggs;Sausage;Fruits","Chicken","Fry Chicken;Barbe-Fry Chicken;Patty","Rice and Peas;Coco Bread;Macaroni salad;Festival","Indian (eg. curry)","Guava pineapple Juice;Orange Juice","Cran Wata","Fruits (no milk)"
"2025/03/27 5:19:05 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Boiled Dumpling","Scrambled Eggs","Chicken","Fry Chicken;Patty","Coco Bread;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice","Soft drink","Fruits (no milk)"
"2025/03/27 5:30:41 PM EST","Male"," Saint Catherine","Generation x ( 45+)","Ackee & Saltfish","Fry Dumpling","Porridge","Fish","Escovitch Fish","Mashed potatoes","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Box drink","Banana, oats, nutmegs, almond milk"
"2025/03/27 5:34:33 PM EST","Female","Brown's Town","Young Adult (20 - 29)","Beans and sausage","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit;Fritters;Festival","Porridge;Pancakes;French Toast;Bacon;Scrambled Eggs;Sausage","Chicken;Fish;Goat","Fry Chicken;Barbe-Fry Chicken;Curry Goat;Escovitch Fish;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;White Rice;Alfredo pasta;Mashed potatoes;Fries;Raw vegetables salad;Macaroni salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Tropicana","Fruits (no milk)"
"2025/03/27 5:53:48 PM EST","Female","Kingston 5","Millenials (30 - 44)","Kidney","Ground Provision/ Soul Food;Fry Dumpling","Porridge","Chicken;Fish;Goat","Fry Chicken;Jerk Chicken;Curry Goat","Rice and Peas;White Rice;Mashed potatoes;Fries","Indian (eg. curry)","Pine & ginger Juice","Water","Banana, oats, nutmegs, almond milk"
"2025/03/27 6:05:33 PM EST","Male","Kingston 6","Adult (30 - 44)","Callaloo","Ground Provision/ Soul Food;Fry Dumpling;Bammy;Breadfruit;Hashbrown;Festival","Porridge;Fruits","Don't eat meat","Soup;Sandwich/Burger","Fries;Raw vegetables salad","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)","Pine & ginger Juice;Guava pineapple Juice;Beetroot Juice","Sparkling Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/03/27 7:15:22 PM EST","Female","Portmore ","Young Adult (20 - 29)","Egg","Breadfruit","Fruits","Beef","Jerk Chicken","Alfredo pasta","Indian (eg. curry)","Beetroot Juice","Cran Wata","Fruits (no milk)"
"2025/03/27 7:22:45 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food","Porridge","Chicken;Fish;Pork;Goat;Beef","Fry Chicken;Jerk Chicken;Stew Pork;Soup","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice","Cran Wata","Fruits (with milk)"
"2025/03/27 7:53:04 PM EST","Female","Kingston 11","Generation x ( 45+)","Cooked-up Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit","French Toast;Scrambled Eggs","Chicken","Fry Chicken","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Cran Wata","Fruits (with milk)"
"2025/03/27 8:30:16 PM EST","Female","Kingston 08","Young Adult (20 - 29)","Egg","Fry Dumpling","Porridge;Sandwich","Chicken;Pork;Goat;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Patty;Sandwich/Burger","Rice and Peas;Coco Bread;Alfredo pasta;Mashed potatoes;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Orange Juice","Soft drink","Fruits (no milk)"
"2025/03/27 10:24:40 PM EST","Male","","Teenager (12 - 19)","Pancake","Fry Dumpling","Pancakes","Chicken","Fry Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice","Squeeze","None"
"2025/03/27 11:29:31 PM EST","Male","St. Catherine ","Millennials (30 - 44)","Egg","Fry Dumpling;Breadfruit;Fritters;Festival","Scrambled Eggs;Sandwich","Chicken","Fry Chicken","Rice and Peas;Mashed potatoes;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice;Beetroot Juice;Orange Juice","Cran Wata","Fruits (with milk)"
"2025/03/28 1:14:45 AM EST","Male","St. Catherine ","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food","Sandwich","Chicken","Fry Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice;Orange Juice","Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/03/28 10:17:10 AM EST","Female","Kingston 14","Young Adult (20 - 29)","Liver","Ground Provision/ Soul Food;Plantain and bread ","Porridge;Scrambled Eggs;Sandwich","Chicken;Fish;Goat;Beef","Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Mutton;Curry Goat;Soup;Patty;Pizza;Sandwich/Burger","Rice and Peas;White Rice;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Cran Wata","Fruits (with milk)"
"2025/03/28 12:02:01 PM EST","Female","Kingston 3","Generation x ( 45+)","Callaloo","Fry Dumpling","Sandwich","Chicken","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Mutton;Curry Goat","Rice and Peas;Raw vegetables salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Cran Wata","Spinach, Skim Milk, Chia Seeds"
"2025/03/30 5:13:42 PM EST","Male","Kingston 6","Generation x ( 45+)","Ackee & Saltfish","Ground Provision/ Soul Food","Scrambled Eggs","Beef","Curry Goat","Rice and Peas","Chinese (eg. stir fries)","Pine & ginger Juice","water","Fruits (no milk)"
"2025/03/30 7:32:11 PM EST","Female","Portmore ","Young Adult (20 - 29)","Waffles","Fry Dumpling;Breadfruit;Fritters","Waffles;Bacon;Fruits","Chicken","Fry Chicken;Soup;Patty","Rice and Peas;Fries;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice","Water","Fruits (no milk)"
"2025/03/30 7:46:48 PM EST","Male","","Young Adult (20 - 29)","Ackee & Saltfish","Boiled Dumpling","Porridge","Fish","Barbe-Fry Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice","Soft drink","Fruits (with milk)"
"2025/03/30 8:42:01 PM EST","Female","St. Catherine ","Millennials (30 - 44)","Beans and sausage","Breadfruit","Fruits","Chicken","Bake Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Tropical Rythm","Spinach, Skim Milk, Chia Seeds"
"2025/03/31 8:59:19 AM EST","Female","Kingston 3","Generation x ( 45+)","Callaloo","Ground Provision/ Soul Food;Breadfruit","Fruits","Chicken","Jerk Chicken;Brown Stew Fish;Soup;Patty","Rice and Peas;Mashed potatoes;Raw vegetables salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice;Beetroot Juice","Energy drink","Banana, oats, nutmegs, almond milk"
"2025/03/31 9:03:10 AM EST","Female","Kingston 3 ","Generation x ( 45+)","Liver","Ground Provision/ Soul Food","Porridge","Fish","Curry Goat;Soup","White Rice;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Energy drink","Banana, oats, nutmegs, almond milk"
"2025/03/31 3:16:36 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters;Hashbrown;Festival","Pancakes;French Toast;Waffles;Bacon;Scrambled Eggs;Sausage;Fruits","Chicken;Fish;Pork;Goat;Beef","Fry Chicken;Barbe-Fry Chicken;Curry Goat;Stew Pork;Soup;Patty;Sandwich/Burger","Rice and Peas;Alfredo pasta;Mashed potatoes;Fries;Raw vegetables salad;Macaroni salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice","Sparkling Cran Wata","Fruits (no milk)"
"2025/04/02 9:24:48 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Festival","Pancakes;Sandwich","Chicken;Fish;Beef","Barbe-Fry Chicken","Rice and Peas;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Cran Wata","Fruits (with milk)"
"2025/04/03 10:54:31 AM EST","Male","Portmore","Generation x ( 45+)","Callaloo","Ground Provision/ Soul Food","Fruits","Fish","Soup","Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Sour Sop Juice","Water","Fruits (no milk)"
"2025/04/03 12:10:14 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Boiled Dumpling;Breadfruit;Fritters;Hashbrown","Porridge;Bacon;Fruits","Chicken;Pork;Beef;shrimp","Bake Chicken;Soup;Patty;Pizza;Sandwich/Burger","Rice and Peas;White Rice;Alfredo pasta;Mashed potatoes;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Box drink","Fruits (no milk)"
"2025/04/03 4:01:09 PM EST","Female","St Elizabeth ","Generation x ( 45+)","Ackee & Saltfish","Ground Provision/ Soul Food","Porridge","Chicken","Bake Chicken","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Water","Fruits (with milk)"
"2025/04/04 4:51:53 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Boiled Dumpling;Breadfruit","Sausage;Fruits","Chicken;Pork;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Patty;Sandwich/Burger","Rice and Peas;Coco Bread;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice","Tropicana","Fruits (no milk)"
