"Timestamp","Select gender","Postal zone(e.g Kingston 2) ","Please select your age group","What is your usual craving for Jamaican breakfast?","Which of these popular Jamaican sides would you pair with your breakfast? ","What do you usually order for a light breakfast?","Which meat type do you prefer?","Which of these would you typically order for lunch? ","And what side dish would you choose to go with that? ","Which of these cooking styles or flavors do you enjoy the most in your meals? ","Which of these popular Jamaican Juices would you choose with your lunch? ","What drink would you most likely order with your lunch? ","Which of these smoothie combinations sounds most refreshing to you?"
"2025/04/04 4:54:18 PM EST","Male","Clarendon ","Teenager (12 - 19)","Ackee & Saltfish","Fry Dumpling;Breadfruit;Fritters;Festival","Scrambled Eggs;Sausage","Chicken;Fish;Pork","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Sandwich/Burger","Rice and Peas;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice","Tropicana","Fruits (no milk)"
"2025/04/04 4:54:57 PM EST","Male","","Teenager (12 - 19)","Beans and sausage","Fry Dumpling;Fritters;Hashbrown","Pancakes;French Toast;Scrambled Eggs;Sausage;Fruits","Chicken;Fish;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Mutton;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;White Rice;Alfredo pasta;Mashed potatoes;Fries;Raw vegetables salad;Macaroni salad","Chinese (eg. stir fries)","Guava pineapple Juice","Soft drink","Banana, oats, nutmegs, almond milk"
"2025/04/04 4:55:19 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Beans and sausage","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Fritters","Porridge","Chicken;Pork;Goat;Beef","Fry Chicken;Barbe-Fry Chicken;Curry Goat;Patty","Rice and Peas;White Rice","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Soft drink","Fruits (no milk)"
"2025/04/04 4:56:42 PM EST","Female","Kingston 2","Young Adult (20 - 29)","Liver","Ground Provision/ Soul Food;Boiled Dumpling;Bammy;Breadfruit;Fritters","Fruits","Chicken;Fish;Goat;Beef","Fry Chicken;Patty;Sandwich/Burger","Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice","Soft drink","Banana, oats, nutmegs, almond milk"
"2025/04/04 4:58:02 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit;Fritters","Porridge;Sandwich;Fruits","Chicken;Fish;Pork;Goat","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Curry Goat;Soup","Rice and Peas;White Rice;Fries;Raw vegetables salad","Indian (eg. curry)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Beetroot Juice;Orange Juice","Tropical Rythm","Fruits (no milk)"
"2025/04/04 5:00:42 PM EST","Female","","Young Adult (20 - 29)","Egg","Fry Dumpling","Scrambled Eggs;Sandwich","Chicken;Fish","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Patty","Rice and Peas;Coco Bread","Indian (eg. curry)","Orange Juice","Soft drink","Fruits (with milk)"
"2025/04/04 5:03:53 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling","Pancakes;Scrambled Eggs;Sandwich","Chicken;Fish","Fry Chicken;Barbe-Fry Chicken;Patty;Sandwich/Burger","Rice and Peas;Coco Bread;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Pepsi","Banana, oats, nutmegs, almond milk"
"2025/04/04 5:08:12 PM EST","Male","","Young Adult (20 - 29)","Ackee & Saltfish","Breadfruit","Cereal","Chicken","Fry Chicken;Patty;Sandwich/Burger","Coco Bread;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice","Soft drink","Fruits (no milk)"
"2025/04/04 5:08:13 PM EST","Female","Kingston 2","Teenager (12 - 19)","Ackee & Saltfish","Boiled Dumpling;Hashbrown","Porridge;Pancakes;French Toast;Waffles;Bacon;Scrambled Eggs;Sandwich;Sausage;Fruits","Chicken;Fish;Pork;Goat;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Curry Goat;Jerk Pork;Escovitch Fish;Brown Stew Fish;Patty;Pizza;Sandwich/Burger","Coco Bread;White Rice;Alfredo pasta;Mashed potatoes;Fries;Raw vegetables salad;Macaroni salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Soft drink","Banana, oats, nutmegs, almond milk"
"2025/04/04 5:52:00 PM EST","Male","","Young Adult (20 - 29)","Kidney","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit;Fritters","Scrambled Eggs;Sandwich;Sausage","Chicken;Fish;Pork;Goat;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Patty","Rice and Peas;Coco Bread;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Orange Juice","Tropicana","Fruits (no milk)"
"2025/04/04 6:04:51 PM EST","Female","","Young Adult (20 - 29)","Porridge ","Fry Dumpling","Porridge","Chicken","Fry Chicken;Patty","Rice and Peas","Indian (eg. curry)","Pine & ginger Juice","Soft drink","Fruits (no milk)"
"2025/04/04 9:22:03 PM EST","Female","Kingston 6","Young Adult (20 - 29)","Egg","Fry Dumpling;Breadfruit;Hashbrown","Sandwich","Chicken","Fry Chicken;Patty;Sandwich/Burger","Alfredo pasta;Mashed potatoes","Chinese (eg. stir fries)","Don’t drink any of these","Cran Wata","Don’t drink smoothies "
"2025/04/05 10:59:19 AM EST","Male","Kingston 3","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Breadfruit","Porridge;Scrambled Eggs","Chicken;Pork;Beef","Fry Chicken;Barbe-Fry Chicken;Stew Pork;Soup;Patty","Rice and Peas;Coco Bread;Mashed potatoes","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice;Orange Juice","Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/04/05 1:44:18 PM EST","Female","Kingston 11","Millennials (30 - 44)","Ackee & Saltfish","Ground Provision/ Soul Food;Boiled Dumpling;Bammy;Breadfruit;Fritters;Hashbrown","French Toast;Scrambled Eggs;Sandwich;Sausage;Fruits","Chicken;Fish;Goat;Beef","Fry Chicken;Bake Chicken;Jerk Chicken;Curry Goat;Escovitch Fish;Patty;Sandwich/Burger","Rice and Peas;Coco Bread;Mashed potatoes;Fries;Macaroni salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Beetroot Juice;Orange Juice","Water","Fruits (no milk)"
"2025/04/05 3:20:12 PM EST","Female","","Generation x ( 45+)","Liver","Fry Dumpling;Bammy","Porridge;Scrambled Eggs","Chicken","Bake Chicken;Soup","Rice and Peas;Mashed potatoes","Chinese (eg. stir fries)","Orange Juice","Tropicana","Fruits (no milk)"
"2025/04/06 1:05:11 AM EST","Male","Kingston 20","Young Adult (20 - 29)","Liver","Ground Provision/ Soul Food;Bammy;Breadfruit","Scrambled Eggs","Beef","Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Escovitch Fish","Mashed potatoes;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/04/07 8:39:28 PM EST","Male","Kingston 6","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters;Festival","Porridge;Pancakes;French Toast;Waffles;Bacon;Scrambled Eggs;Sandwich;Sausage;Fruits;Plantains","Chicken;Pork;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Mutton;Curry Goat;Jerk Pork;Stew Pork;Soup;Patty;Pizza;Sandwich/Burger","Rice and Peas;White Rice","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice;Orange Juice","Tropical Rythm","Fruits (no milk)"
"2025/04/07 8:41:12 PM EST","Female","","Young Adult (20 - 29)","Egg","Fry Dumpling;Fritters","Porridge;Bacon;Scrambled Eggs","Goat","Patty","Coco Bread","Indian (eg. curry)","Orange Juice","Sparkling Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/04/07 8:42:30 PM EST","Male","Kingston 6","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food","Porridge","Fish","Barbe-Fry Chicken","Rice and Peas","Indian (eg. curry)","Juneplum Juice","Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/04/07 8:46:19 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit;Fritters","Pancakes;Bacon;Scrambled Eggs;Sausage;Fruits","Chicken;Fish;Goat;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Curry Goat;Escovitch Fish;Brown Stew Fish;Soup;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;White Rice;Fries;Festival","Indian (eg. curry)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Orange Juice","Soft drink","Fruits (no milk)"
"2025/04/07 8:49:35 PM EST","Female","Kingston ","Young Adult (20 - 29)","Egg","Fry Dumpling;Fritters","Porridge;Scrambled Eggs;Sandwich","Chicken;Fish;Beef","Fry Chicken;Sandwich/Burger","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice","Box drink","Fruits (with milk)"
"2025/04/07 8:52:56 PM EST","Male","Kingston 1","Young Adult (20 - 29)","Egg","Hashbrown","Fruits","Chicken;Goat","Barbe-Fry Chicken","Rice and Peas;Fries","Indian (eg. curry)","Orange Juice","Cran Wata","Fruits (no milk)"
"2025/04/07 8:55:01 PM EST","Male","Kingston t ","Young Adult (20 - 29)","Liver","Fry Dumpling;Boiled Dumpling","Pancakes;Bacon;Scrambled Eggs;Sausage","Chicken;Goat","Curry Goat;Soup;Patty;Sandwich/Burger","Rice and Peas;Fries","Indian (eg. curry)","Pine & ginger Juice;Orange Juice","Soft drink","Fruits (no milk)"
"2025/04/07 8:55:22 PM EST","Male","Kingston 8","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Fritters;Hashbrown","Porridge;Pancakes;French Toast;Waffles;Fruits","Chicken;Fish;Goat;Beef","Fry Chicken;Barbe-Fry Chicken;Patty;Pizza;Sandwich/Burger","Rice and Peas;White Rice;Fries;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Water ","Banana, oats, nutmegs, almond milk"
"2025/04/07 8:56:24 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit","Waffles;Bacon;Scrambled Eggs;Fruits","Chicken;Beef","Barbe-Fry Chicken;Sandwich/Burger","White Rice;Mashed potatoes;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Orange Juice","Tropical Rythm","Fruits (no milk)"
"2025/04/07 8:56:44 PM EST","Female","Kingston 20","Teenager (12 - 19)","Beans and sausage","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling","Porridge;Sandwich","Chicken;Pork","Bake Chicken;Jerk Chicken;Jerk Pork;Patty","Rice and Peas;Coco Bread;Fries","Chinese (eg. stir fries)","Orange Juice","Cran Wata","Fruits (no milk)"
"2025/04/07 8:56:46 PM EST","Male","Kingston 2","Millennials (30 - 44)","Beans and sausage","Ground Provision/ Soul Food;Fry Dumpling;Fritters;Festival","Porridge;Bacon;Scrambled Eggs;Sandwich;Sausage;Fruits","Fish","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Mutton;Stew Pork;Escovitch Fish;Patty;Sandwich/Burger","Rice and Peas;Raw vegetables salad","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice","Tropical Rythm","Fruits (no milk)"
"2025/04/07 8:58:13 PM EST","Female","Kingston 2","Young Adult (20 - 29)","Egg","Hashbrown","Pancakes","Beef","Barbe-Fry Chicken","Rice and Peas","Indian (eg. curry)","","Coke Cola","Fruits (with milk)"
"2025/04/07 8:59:01 PM EST","Male","Kingston 4","Millennials (30 - 44)","Cooked-up Saltfish","Fry Dumpling;Breadfruit","Porridge","Chicken;Fish;Pork","Bake Chicken;Barbe-Fry Chicken;Jerk Pork;Stew Pork","Rice and Peas;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice;Orange Juice","Tropical Rythm","Banana, oats, nutmegs, almond milk"
"2025/04/07 9:01:36 PM EST","Male","Kingston 7","Millennials (30 - 44)","Egg","Fry Dumpling;Breadfruit","Scrambled Eggs;Sandwich","Chicken","Fry Chicken;Escovitch Fish;Sandwich/Burger","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Water","Water","Fruits (with milk)"
"2025/04/07 9:03:52 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters;Festival","Sandwich;Fruits","Chicken;Fish;Goat;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Patty;Sandwich/Burger","Rice and Peas;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Orange Juice","Tropical Rythm","Banana, oats, nutmegs, almond milk"
"2025/04/07 9:04:10 PM EST","Male","Mona UWI","Millennials (30 - 44)","Jerk pork","Ground Provision/ Soul Food;Fry Dumpling;Breadfruit;Fritters;Hashbrown;Festival","French Toast;Sandwich;Sausage","Chicken;Fish;Beef","Fry Chicken;Bake Chicken;Mutton;Curry Goat;Escovitch Fish;Brown Stew Fish;Patty;Pizza;Sandwich/Burger","Rice and Peas;White Rice;Alfredo pasta;Mashed potatoes;Fries;Raw vegetables salad;Macaroni salad;Festival","Chinese (eg. stir fries)","Orange Juice","Natural juice","Fruits (no milk)"
"2025/04/07 9:10:11 PM EST","Female","","Young Adult (20 - 29)","Beans and sausage","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters;Hashbrown","Porridge;Pancakes;Waffles;Bacon;Scrambled Eggs;Sandwich;Sausage;Fruits","Chicken;Fish;Goat;Beef","Bake Chicken;Barbe-Fry Chicken;Curry Goat;Jerk Pork;Stew Pork;Soup;Patty;Pizza;Sandwich/Burger","Rice and Peas;Alfredo pasta;Raw vegetables salad;Macaroni salad","Indian (eg. curry)","Pine & ginger Juice;Guava pineapple Juice","Natural Juice","Fruits (no milk)"
"2025/04/07 9:13:18 PM EST","Female","Kingston 6","Young Adult (20 - 29)","Cooked-up Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling","Sandwich","Chicken","Fry Chicken;Bake Chicken;Curry Goat","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Cran Wata","Fruits (with milk)"
"2025/04/07 9:15:58 PM EST","Female","Savanna-La-Mar","Young Adult (20 - 29)","Egg","Festival","Pancakes","Chicken;Pork","Fry Chicken","Rice and Peas;White Rice;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Soft drink","Fruits (no milk)"
"2025/04/07 9:17:31 PM EST","Female","Kingston 6","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Breadfruit;Fritters;Hashbrown","Porridge;Sandwich;Fruits","Chicken;Fish","Fry Chicken;Bake Chicken;Jerk Chicken","Rice and Peas;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Tropical Rythm","Fruits (no milk)"
"2025/04/07 9:19:05 PM EST","Female","","Young Adult (20 - 29)","Kidney","Fritters;Hashbrown","Porridge;Sandwich","Chicken","Bake Chicken;Curry Goat;Sandwich/Burger","Alfredo pasta;Mashed potatoes;Fries","Indian (eg. curry)","Orange Juice","Tropical Rythm","Fruits (no milk)"
"2025/04/07 9:20:40 PM EST","Female","Kingston 6","Young Adult (20 - 29)","Egg","Ground Provision/ Soul Food;Fry Dumpling;Festival","Porridge","Chicken;Pork;Beef","Fry Chicken;Jerk Chicken;Jerk Pork;Stew Pork;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;White Rice;Fries;Raw vegetables salad;Macaroni salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Soft drink","Fruits (no milk)"
"2025/04/07 9:23:38 PM EST","Male","Kingston 6","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters;Festival","Porridge;Pancakes;French Toast;Sandwich","Chicken;Fish;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Escovitch Fish;Soup;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;White Rice;Alfredo pasta;Mashed potatoes;Raw vegetables salad;Macaroni salad;Festival","Chinese (eg. stir fries)","Pine & ginger Juice;Orange Juice","Tropicana","Fruits (no milk)"
"2025/04/07 9:32:47 PM EST","Female","","Young Adult (20 - 29)","Liver","Fry Dumpling;Breadfruit","Porridge;Pancakes;French Toast;Waffles;Scrambled Eggs","Chicken;Fish;Goat;Beef","Fry Chicken;Barbe-Fry Chicken;Jerk Chicken;Patty","Rice and Peas;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice;Orange Juice","Soft drink","Fruits (no milk)"
"2025/04/07 9:33:16 PM EST","Female","Mandeville","Young Adult (20 - 29)","Cooked-up Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit;Fritters","Porridge;Scrambled Eggs;Sandwich;Sausage","Chicken;Goat;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Curry Goat;Jerk Pork;Soup;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;Alfredo pasta;Mashed potatoes;Fries;Macaroni salad;Festival","Chinese (eg. stir fries)","Juneplum Juice","splash grape ","Fruits (no milk)"
"2025/04/07 9:35:45 PM EST","Male","","Young Adult (20 - 29)","Liver","Boiled Dumpling","Porridge;Pancakes;Bacon;Scrambled Eggs;Sausage","Chicken;Fish;Pork;Goat;Beef","Jerk Chicken;Curry Goat;Jerk Pork;Patty;Sandwich/Burger","Rice and Peas;Coco Bread","African (eg. Pepper-pot soups)","Orange Juice","Soft drink","Fruits (with milk)"
"2025/04/07 9:37:30 PM EST","Female","Kingston 7","Young Adult (20 - 29)","","","Porridge","Fish","Sandwich/Burger","Raw vegetables salad","Chinese (eg. stir fries)","Orange Juice","Tropical Rythm","Banana, oats, nutmegs, almond milk"
"2025/04/07 9:38:42 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Breadfruit;Hashbrown;Festival","Porridge;Pancakes;Sandwich","Chicken;Goat;Beef","Fry Chicken;Barbe-Fry Chicken;Sandwich/Burger","Mashed potatoes;Fries;Raw vegetables salad","Chinese (eg. stir fries)","Guava pineapple Juice","100 fruit juice or fruit smoothie","Fruits (with milk)"
"2025/04/07 9:44:05 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Egg","Oatmeal with fruits","Bacon;Scrambled Eggs","Chicken","Bake Chicken","Mashed potatoes;Raw vegetables salad","Mediterranean ","Water","Water","Fruits (no milk)"
"2025/04/07 9:46:46 PM EST","Male","Kingston 10","Young Adult (20 - 29)","Rundown","Ground Provision/ Soul Food;Fry Dumpling","Porridge;Fruits","Chicken;Fish;Pork;Goat","Fry Chicken;Barbe-Fry Chicken;Jerk Chicken;Curry Goat;Jerk Pork;Stew Pork;Escovitch Fish;Soup;Patty","Rice and Peas;Coco Bread;Raw vegetables salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Beetroot Juice","Cran Wata","Fruits (no milk)"
"2025/04/07 9:48:00 PM EST","Female","Kingston ","Millennials (30 - 44)","Nuggets","Fry Dumpling;Breadfruit;Fritters;Hashbrown","Porridge;Scrambled Eggs","Fish","Jerk Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Tropicana","Fruits (no milk)"
"2025/04/07 9:49:45 PM EST","Male","kingston 7","Young Adult (20 - 29)","none","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters;Festival","Porridge;Sandwich","Chicken;Goat;Beef","Barbe-Fry Chicken;Jerk Chicken;Patty;Sandwich/Burger","Rice and Peas;Coco Bread;Alfredo pasta;Mashed potatoes;Fries;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Orange Juice","water","Banana, oats, nutmegs, almond milk"
"2025/04/07 9:51:50 PM EST","Male","","Young Adult (20 - 29)","Beans and sausage","Boiled Dumpling","Waffles","Chicken","Jerk Pork","Rice and Peas","Chinese (eg. stir fries)","Guava pineapple Juice","Sparkling Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/04/07 9:57:49 PM EST","Female","Kingston 6","Young Adult (20 - 29)","Egg","Fry Dumpling;Breadfruit;Festival","Porridge;Sandwich;Fruits","Don't eat meat","Soup;Patty;Pizza;Sandwich/Burger","Alfredo pasta;Fries;Macaroni salad","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)","Guava pineapple Juice","Cran Wata","Fruits (with milk)"
"2025/04/07 10:15:04 PM EST","Male","Kingston","Young Adult (20 - 29)","Nothing really","Ground Provision/ Soul Food;Fry Dumpling;Breadfruit","Porridge;Bacon;Scrambled Eggs;Sausage;Fruits","Chicken;Fish;Pork;Goat;Beef","Fry Chicken;Patty","Rice and Peas;Raw vegetables salad;Macaroni salad","Chinese (eg. stir fries)","Water","Watee","Fruits (with milk)"
"2025/04/07 11:40:38 PM EST","Female","Kingston 5","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Fritters","Porridge;Sandwich;Fruits","Chicken;Goat;Beef","Fry Chicken;Barbe-Fry Chicken;Curry Goat;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;Alfredo pasta;Fries;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice","Tropicana","Fruits (no milk)"
"2025/04/08 3:13:07 AM EST","Female","Kingston 7","Young Adult (20 - 29)","Beans and sausage","Breadfruit;Hashbrown","Porridge;Sandwich","Chicken;Pork","Barbe-Fry Chicken;Stew Pork","Rice and Peas;Mashed potatoes","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Tropicana","Fruits (no milk)"
"2025/04/08 8:23:07 AM EST","Female","Spanish Town ","Generation x ( 45+)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Breadfruit","Porridge;Pancakes;Scrambled Eggs;Fruits","Fish;Goat;Beef","Barbe-Fry Chicken;Curry Goat;Escovitch Fish;Soup","Rice and Peas;Mashed potatoes;Raw vegetables salad","Indian (eg. curry)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Beetroot Juice","Sparkling Cran Wata","Fruits (no milk)"
"2025/04/08 8:29:38 AM EST","Female","Kingston 11","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Boiled Dumpling;Fritters","Pancakes;Bacon;Scrambled Eggs;Sandwich;Fruits","Chicken;Goat","Fry Chicken;Barbe-Fry Chicken;Soup;Patty;Pizza","Rice and Peas;Coco Bread;Fries;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Tropical Rythm","Fruits (no milk)"
"2025/04/08 8:46:08 AM EST","Male","Kingston 5","Young Adult (20 - 29)","Kidney","Fry Dumpling","No light breakfast","Chicken;Fish;Pork;Goat;Beef","Fry Chicken;Stew Pork;Pizza","Rice and Peas;Fries;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Beetroot Juice;Orange Juice","Cran Wata","Fruits (no milk)"
"2025/04/08 11:26:08 AM EST","Male","","Young Adult (20 - 29)","Banana fritters. ","Fritters;Festival","Pancakes;French Toast;Waffles;Bacon;Scrambled Eggs;Sandwich;Fruits","Chicken;Pork;Goat","Fry Chicken;Barbe-Fry Chicken;Jerk Chicken;Jerk Pork;Soup;Patty;Pizza;Sandwich/Burger","Coco Bread;Alfredo pasta;Fries;Raw vegetables salad;Macaroni salad;Festival","Thai","Orange Juice","Cran Wata","Fruits (with milk)"
