"Timestamp","Select gender","Postal zone(e.g Kingston 2) ","Please select your age group","What is your usual craving for Jamaican breakfast?","Which of these popular Jamaican sides would you pair with your breakfast? ","What do you usually order for a light breakfast?","Which meat type do you prefer?","Which of these would you typically order for lunch? ","And what side dish would you choose to go with that? ","Which of these cooking styles or flavors do you enjoy the most in your meals? ","Which of these popular Jamaican Juices would you choose with your lunch? ","What drink would you most likely order with your lunch? ","Which of these smoothie combinations sounds most refreshing to you?"
"2025/04/08 4:56:35 PM EST","Male","Kingston 7","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters;Festival","Porridge;Sandwich;Fruits","Chicken;Fish;Pork;Goat;Beef","Fry Chicken;Bake Chicken;Curry Goat;Stew Pork;Soup;Patty","Rice and Peas;Coco Bread;Raw vegetables salad;Macaroni salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice;Beetroot Juice;Orange Juice","Water","Fruits (no milk)"
"2025/04/09 11:50:43 AM EST","Female","Kingston 7","Young Adult (20 - 29)","Callaloo","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Fritters","Porridge","Don't eat meat","Escovitch Fish;Brown Stew Fish;Soup;Patty","Coco Bread;White Rice;Raw vegetables salad;Festival","Chinese (eg. stir fries)","Pine & ginger Juice;Juneplum Juice","Box drink","Fruits (no milk)"
"2025/04/09 11:52:20 AM EST","Female","Kingston 7","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy","Sandwich","Chicken","Barbe-Fry Chicken","Rice and Peas","Chinese (eg. stir fries)","Orange Juice","Tropicana","Banana, oats, nutmegs, almond milk"
"2025/04/09 11:52:35 AM EST","Male","Kingston 6","Young Adult (20 - 29)","Egg","Festival","Pancakes","Chicken;Beef","Patty;Pizza;Sandwich/Burger","Alfredo pasta;Fries;Festival","Indian (eg. curry)","Juneplum Juice","Sparkling Cran Wata","Fruits (no milk)"
"2025/04/09 11:58:36 AM EST","Female","","Teenager (12 - 19)","Kidney","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit;Fritters;Hashbrown;Festival","Pancakes;French Toast;Scrambled Eggs;Sandwich;Sausage;Fruits","Chicken;Fish","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Brown Stew Fish","Rice and Peas;White Rice;Alfredo pasta;Mashed potatoes;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Orange Juice","Cran Wata","Fruits (no milk)"
"2025/04/09 12:07:51 PM EST","Female","","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Breadfruit;Fritters","Porridge;Pancakes;French Toast;Waffles;Bacon;Scrambled Eggs;Sandwich;Sausage;Fruits","Chicken;Fish;Pork;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Pork;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;White Rice;Fries","Chinese (eg. stir fries)","Pine & ginger Juice;Orange Juice","Box drink","Banana, oats, nutmegs, almond milk"
"2025/04/09 12:07:58 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Egg","Fritters;Hashbrown","Scrambled Eggs","Chicken","Barbe-Fry Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice","Soft drink","Fruits (no milk)"
"2025/04/09 12:16:23 PM EST","Male","Kingston 6","Young Adult (20 - 29)","Cooked-up Saltfish","Ground Provision/ Soul Food;Boiled Dumpling","Fruits","Chicken","Jerk Chicken;Soup;Patty","Rice and Peas;Coco Bread;Macaroni salad","Indian (eg. curry)","Guava pineapple Juice","Cran Wata","Fruits (no milk)"
"2025/04/09 12:24:48 PM EST","Male","Kingston 6","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Hashbrown","Porridge;Bacon;Scrambled Eggs;Sausage;Fruits","Chicken;Goat","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Patty;Sandwich/Burger","Rice and Peas;Coco Bread;White Rice;Fries;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice;Guava pineapple Juice;Orange Juice","Soft drink","Fruits (no milk)"
"2025/04/09 12:27:27 PM EST","Female","7","Young Adult (20 - 29)","Cooked-up Saltfish","Breadfruit","Sandwich","Fish;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Soup;Patty","Rice and Peas;Mashed potatoes;Raw vegetables salad;Macaroni salad;Festival","Chinese (eg. stir fries)","Pine & ginger Juice;Guava pineapple Juice","Water","Fruits (no milk)"
"2025/04/09 12:29:09 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Callaloo","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters;Festival;Rice","Porridge;Sandwich;Fruits","Chicken;Fish;Pork;Goat;Beef","Fry Chicken;Barbe-Fry Chicken;Patty","Rice and Peas;Coco Bread;Raw vegetables salad","Indian (eg. curry)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice","Squeeze","Fruits (no milk)"
"2025/04/09 12:54:49 PM EST","Female","","Young Adult (20 - 29)","","Fritters","Sausage","Beef","Fry Chicken;Curry Goat;Patty;Sandwich/Burger","Rice and Peas;White Rice","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice;","Box drink","Fruits (no milk)"
"2025/04/09 1:00:59 PM EST","Female","Kinston 6","Young Adult (20 - 29)","Ackee & Saltfish","Bammy;Breadfruit;Hashbrown;Festival","French Toast;Waffles;Bacon;Scrambled Eggs;Sausage;Fruits","Pork;Beef","Fry Chicken;Barbe-Fry Chicken;Soup;Sandwich/Burger","Rice and Peas;Alfredo pasta;Mashed potatoes;Fries;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Water or ginger beer","Fruits (no milk)"
"2025/04/09 2:00:42 PM EST","Female","Kingston 7","Young Adult (20 - 29)","","Festival","Pancakes;Scrambled Eggs","Chicken","Sandwich/Burger","Fries","Chinese (eg. stir fries)","Pine & ginger Juice","Cran Wata","Fruits (with milk)"
"2025/04/09 4:11:18 PM EST","Female","Kingston ","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food","Pancakes;Bacon;Scrambled Eggs","Chicken;Goat;Beef","Fry Chicken;Bake Chicken;Jerk Chicken;Patty;Sandwich/Burger","Rice and Peas;Coco Bread;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice;Orange Juice","Box drink","Fruits (with milk)"
"2025/04/09 4:15:37 PM EST","Female","Kingston","Young Adult (20 - 29)","Cooked-up Saltfish","Fry Dumpling","Porridge","Chicken","Jerk Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Tropical Rythm","Banana, oats, nutmegs, almond milk"
"2025/04/09 4:44:53 PM EST","Male","","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling","Pancakes","Goat","Jerk Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice;Beetroot Juice","Tropicana","Fruits (no milk)"
"2025/04/09 6:32:04 PM EST","Female","","Young Adult (20 - 29)","Beans and sausage","Bammy;Breadfruit;Fritters;Hashbrown","Porridge;Waffles;Bacon","Chicken;Fish;Pork","Bake Chicken;Stew Pork;Soup;Pizza","White Rice;Alfredo pasta;Mashed potatoes;Festival","Chinese (eg. stir fries)","Guava pineapple Juice","Squeeze","Fruits (no milk)"
"2025/04/09 7:16:24 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Beans and sausage","Ground Provision/ Soul Food;Breadfruit;Hashbrown;Festival","Pancakes;Scrambled Eggs","Chicken;Beef","Bake Chicken;Jerk Chicken;Soup;Sandwich/Burger","Rice and Peas;White Rice;Alfredo pasta;Mashed potatoes;Fries;Raw vegetables salad;Macaroni salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice;Orange Juice","Water","Fruits (no milk)"
"2025/04/09 7:22:14 PM EST","Female","Kingston","Young Adult (20 - 29)","Salt mackerel ","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit;Fritters","Scrambled Eggs;Fruits","Chicken","Fry Chicken;Bake Chicken;Soup;Patty;Sandwich/Burger","Rice and Peas;Mashed potatoes;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice","Box drink","Fruits (no milk)"
"2025/04/10 7:59:18 PM EST","Male","Spanish Town ","Young Adult (20 - 29)","Beans and sausage","Ground Provision/ Soul Food;Fry Dumpling;Breadfruit","French Toast;Scrambled Eggs","Chicken;Pork;Beef","Fry Chicken;Bake Chicken;Patty","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice;Orange Juice","Cran Wata","Fruits (no milk)"
"2025/04/12 10:54:15 PM EST","Female","Kingston 11","Young Adult (20 - 29)","Egg","Fritters","Scrambled Eggs;Sandwich","Chicken;Goat","Fry Chicken;Barbe-Fry Chicken;Jerk Chicken;Mutton;Curry Goat;Patty","Coco Bread;White Rice;Fries","Chinese (eg. stir fries)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Orange Juice","Cran Wata","Fruits (no milk)"
"2025/04/17 12:02:26 PM EST","Female","Kingston 5 ","Millennials (30 - 44)","Cooked-up Saltfish","Fry Dumpling;Breadfruit;Fritters","Porridge;Sandwich","Chicken;Fish;Goat","Fry Chicken;Curry Goat;Escovitch Fish;Soup","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice","Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/04/17 12:36:21 PM EST","Female","Kgn 6","Young Adult (20 - 29)","Egg","White hardo bread ","Ice coffee or nothing at all","Chicken","Fry Chicken;Soup","Rice and Peas","Indian (eg. curry)","Orange Juice","Carry water from my home. Caah fi buy juice these days ","Fruits (with milk)"
"2025/05/02 7:35:41 AM EST","Male","Kingston 19","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Bammy;Breadfruit","Porridge;Fruits","Chicken;Goat","Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Mutton;Curry Goat;Sandwich/Burger","Rice and Peas;Fries;Raw vegetables salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice;Beetroot Juice","Box drink","Fruits (no milk)"
"2025/05/03 3:26:19 AM EST","Male","","Millennials (30 - 44)","Beans and sausage","Fry Dumpling;Bammy","Pancakes;French Toast;Bacon","Fish","Fry Chicken;Bake Chicken;Brown Stew Fish;Soup;Sandwich/Burger","Rice and Peas;Fries;Festival","Chinese (eg. stir fries)","Guava pineapple Juice;Beetroot Juice","Tropical Rythm","Fruits (no milk)"
"2025/05/06 9:28:15 AM EST","Male","Kingston 8","Young Adult (20 - 29)","Egg","Fry Dumpling;Fritters","French Toast;Waffles;Scrambled Eggs;Sandwich","Chicken;Fish;Pork;Goat;Beef","Fry Chicken;Bake Chicken;Jerk Chicken;Patty;Pizza","Rice and Peas;Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice;Beetroot Juice;Orange Juice","Cran Wata","Fruits (no milk)"
"2025/05/10 3:18:16 PM EST","Male","Kingston 7","Millennials (30 - 44)","Cooked-up Saltfish","Fry Dumpling","French Toast;Scrambled Eggs","Chicken","Curry Goat","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/05/10 3:28:37 PM EST","Male","Kingston 4","Teenager (12 - 19)","Egg","Hashbrown","Pancakes","Pork","Jerk Chicken","Macaroni salad","Indian (eg. curry)","Guava pineapple Juice","Soft drink","Fruits (no milk)"
"2025/05/10 3:29:15 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Boiled Dumpling;Breadfruit;Fritters","Porridge;Pancakes;Bacon;Scrambled Eggs;Fruits","Chicken;Goat;Beef","Fry Chicken;Barbe-Fry Chicken;Curry Goat;Soup;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;White Rice;Mashed potatoes;Fries;Raw vegetables salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Juneplum Juice;Guava pineapple Juice","Cran Wata","Fruits (no milk)"
"2025/05/10 3:37:32 PM EST","Male","","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling","Pancakes;Bacon;Sausage;Fruits","Chicken;Pork","Fry Chicken;Soup","White Rice","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice;Orange Juice","Soft drink","Banana, oats, nutmegs, almond milk"
"2025/05/10 3:57:20 PM EST","Female","Kingstown 8","Millennials (30 - 44)","Ackee & Saltfish","Fry Dumpling;Breadfruit;Fritters","Pancakes;Bacon;Scrambled Eggs","Fish;Pork;Goat;Beef","Fry Chicken;Curry Goat;Stew Pork;Sandwich/Burger","Mashed potatoes;Fries;Raw vegetables salad;Macaroni salad","Chinese (eg. stir fries)","Guava pineapple Juice;Beetroot Juice;Orange Juice","Soft drink","Banana, oats, nutmegs, almond milk"
"2025/05/10 5:38:08 PM EST","Female","Kingston 6","Millennials (30 - 44)","Ackee & Saltfish","Ground Provision/ Soul Food;Breadfruit","Sandwich","Chicken","Soup;Sandwich/Burger","Fries","Chinese (eg. stir fries)","Pine & ginger Juice","Wata","Fruits (with milk)"
"2025/05/10 8:39:06 PM EST","Female","Portmore ","Millennials (30 - 44)","Cooked-up Saltfish","Fritters","Waffles","Fish","Pizza","Fries;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Soft drink","Banana, oats, nutmegs, almond milk"
"2025/05/10 8:59:21 PM EST","Female","Kingston 10","Young Adult (20 - 29)","Callaloo","Fry Dumpling;Breadfruit;Fritters","Porridge","Chicken;Fish;Pork;Goat","Soup","Rice and Peas","Chinese (eg. stir fries)","Pine & ginger Juice","Water","Fruits (no milk)"
"2025/05/10 9:25:16 PM EST","Male","Kingston","Millennials (30 - 44)","Egg","Fry Dumpling","Porridge","Fish","Bake Chicken","Rice and Peas","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)","Orange Juice","Tropicana","Banana, oats, nutmegs, almond milk"
"2025/05/10 9:26:51 PM EST","Female","Kingston ","Millennials (30 - 44)","Cooked-up Saltfish","Boiled Dumpling;Breadfruit","Scrambled Eggs","Chicken;Fish","Jerk Chicken;Jerk Pork;Pizza","Rice and Peas;Alfredo pasta;Macaroni salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Tropical Rythm","Banana, oats, nutmegs, almond milk"
"2025/05/10 9:28:26 PM EST","Female","Kingston","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Boiled Dumpling","Pancakes;Bacon;Scrambled Eggs","Chicken;Fish;Pork;Goat;Beef","Jerk Chicken;Jerk Pork","Rice and Peas;Alfredo pasta;Raw vegetables salad;Macaroni salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/05/10 10:23:32 PM EST","Female","Kingston 6","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Boiled Dumpling;Breadfruit","French Toast;Scrambled Eggs;Fruits","Chicken","Fry Chicken;Jerk Chicken;Curry Goat;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;Mashed potatoes;Fries","Chinese (eg. stir fries)","Pine & ginger Juice;Juneplum Juice","Ocean Spray/flavor splash","Fruits (no milk)"
"2025/05/10 10:32:05 PM EST","Male","Kingston 7","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Breadfruit;Fritters;Festival","Porridge;Pancakes;Scrambled Eggs","Chicken","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Soup;Patty;Sandwich/Burger","Rice and Peas;White Rice;Mashed potatoes;Raw vegetables salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Orange Juice","Cran Wata","Fruits (with milk)"
"2025/05/10 10:40:39 PM EST","Male","Kingston 19","Young Adult (20 - 29)","","Ground Provision/ Soul Food","Pancakes;Scrambled Eggs;Sausage","Chicken;Fish;Goat;Beef","Fry Chicken;Patty","Rice and Peas;Coco Bread;Alfredo pasta;Fries","Indian (eg. curry)","Orange Juice","Soft drink","Banana, oats, nutmegs, almond milk"
"2025/05/10 10:41:07 PM EST","Male","","Young Adult (20 - 29)","Egg","Fry Dumpling;Festival","French Toast;Scrambled Eggs;Fruits","Chicken;Fish;Pork;Goat","Fry Chicken;Barbe-Fry Chicken","Rice and Peas","Chinese (eg. stir fries)","Pine & ginger Juice;Guava pineapple Juice;Orange Juice","Tropical Rythm","Fruits (with milk)"
"2025/05/10 11:10:37 PM EST","Male","","Millennials (30 - 44)","Kidney","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling","Porridge;Sandwich","Fish;Don't eat meat","Escovitch Fish","White Rice;Raw vegetables salad","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)","Beetroot Juice","Cran Wata","Spinach, Skim Milk, Chia Seeds"
"2025/05/10 11:14:20 PM EST","Male","Kingston 10","Young Adult (20 - 29)","Egg","Ground Provision/ Soul Food;Fry Dumpling;Breadfruit;Fritters","Porridge;Bacon;Scrambled Eggs;Sausage","Chicken;Pork;Goat;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken","Rice and Peas;White Rice;Alfredo pasta;Mashed potatoes;Macaroni salad;Festival","Indian (eg. curry)","Orange Juice","Box drink","Fruits (with milk)"
"2025/05/10 11:15:50 PM EST","Female","","Generation x ( 45+)","Callaloo","Ground Provision/ Soul Food;Boiled Dumpling","Porridge;Scrambled Eggs","Chicken","Fry Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice","Box drink","Fruits (no milk)"
"2025/05/10 11:37:54 PM EST","Male","Kingston 5","Young Adult (20 - 29)","Ackee & Saltfish","Breadfruit","Porridge","Chicken","Fry Chicken","Rice and Peas","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice","Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/05/11 3:18:24 AM EST","Female","Kingston 10","Young Adult (20 - 29)","Beans and sausage","Fritters;Festival","Porridge;Bacon;Scrambled Eggs;Sandwich","Fish;Pork;Goat","Curry Goat;Jerk Pork;Stew Pork;Escovitch Fish","Rice and Peas;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Beetroot Juice","Soft drink","Fruits (with milk)"
"2025/05/11 3:21:51 AM EST","Male","Kingston 7","Young Adult (20 - 29)","Cooked-up Saltfish","Ground Provision/ Soul Food;Boiled Dumpling;Bammy","Waffles;Bacon;Scrambled Eggs;Sandwich;Sausage;Fruits","Chicken;Fish;Pork;Goat","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Curry Goat;Jerk Pork;Stew Pork;Escovitch Fish;Soup;Patty;Pizza;Sandwich/Burger","Rice and Peas;Coco Bread;Mashed potatoes;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice;Guava pineapple Juice;Orange Juice","Sparkling Cran Wata","Banana, oats, nutmegs, almond milk"
"2025/05/11 3:24:17 AM EST","Female","Kingston 7","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling","Waffles;Bacon;Scrambled Eggs;Sausage;Fruits","Chicken;Fish;Pork;Goat;Beef","Bake Chicken;Barbe-Fry Chicken;Curry Goat;Stew Pork;Soup;Patty;Pizza","Rice and Peas;White Rice;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Guava pineapple Juice","Cran Wata","Fruits (no milk)"
"2025/05/11 10:38:17 PM EST","Female","Kingston 7","Young Adult (20 - 29)","Egg","Festival","Pancakes;Bacon","Chicken","Fry Chicken;Pizza;Sandwich/Burger","Mashed potatoes;Fries","Chinese (eg. stir fries)","Orange Juice","Soft drink","Fruits (no milk)"
"2025/05/11 10:48:02 PM EST","Female","Kingston 6","Young Adult (20 - 29)","Ackee & Saltfish","Fry Dumpling;Breadfruit;Fritters;Hashbrown","Porridge;Sandwich","Chicken;Pork","Fry Chicken;Patty;Sandwich/Burger","White Rice;Alfredo pasta;Mashed potatoes;Festival","Chinese (eg. stir fries)","Pine & ginger Juice;Sorrel","Cran Wata","Spinach, Skim Milk, Chia Seeds"
"2025/05/11 10:51:10 PM EST","Female","Kingston 10","Millennials (30 - 44)","Beans and sausage","Fry Dumpling;Boiled Dumpling","Porridge","Fish","Patty","Coco Bread","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Sparkling Cran Wata","Spinach, Skim Milk, Chia Seeds"
"2025/05/11 10:55:45 PM EST","Female","Kingston 6","Generation x ( 45+)","Liver","Ground Provision/ Soul Food;Boiled Dumpling","Sandwich","Chicken","Curry Goat","White Rice","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice","Sparkling Cran Wata","Berry mix"
"2025/05/11 10:58:58 PM EST","Female","Spanish Town PO","Millennials (30 - 44)","Cooked-up Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Breadfruit","Sandwich","Fish;Goat","Jerk Chicken","Rice and Peas","Indian (eg. curry)","Pine & ginger Juice","Soft drink","Fruits (no milk)"
"2025/05/12 1:37:48 AM EST","Male","Kingston 6","Young Adult (20 - 29)","Cooked-up Saltfish","Boiled Dumpling;Bammy;Breadfruit;Hashbrown","French Toast;Waffles;Scrambled Eggs","Fish;Goat","Fry Chicken;Bake Chicken;Curry Goat;Escovitch Fish;Pizza","Coco Bread;Alfredo pasta;Macaroni salad","Indian (eg. curry)","Callaloo Juice;Guava pineapple Juice","Box drink","Stawberry, apple"
"2025/05/12 1:38:31 AM EST","Male","","Generation x ( 45+)","Ackee & Saltfish","Fry Dumpling;Breadfruit","Pancakes;Waffles","Pork;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken","Coco Bread;Mashed potatoes;Raw vegetables salad","Chinese (eg. stir fries)","Callaloo Juice;Beetroot Juice;Orange Juice","Squeeze","Banana, oats, nutmegs, almond milk"
"2025/05/12 1:39:24 AM EST","Male","","Teenager (12 - 19)","Liver","Fritters;Hashbrown","Pancakes;Bacon;Scrambled Eggs","Chicken;Beef","Mutton;Escovitch Fish;Brown Stew Fish","Coco Bread;Festival","African (eg. Pepper-pot soups)","Guava pineapple Juice;Beetroot Juice","Tropicana","Fruits (no milk)"
"2025/05/12 1:39:57 AM EST","Male","","Generation x ( 45+)","Liver","Breadfruit;Festival","French Toast;Bacon;Fruits","Goat;Don't eat meat","Curry Goat;Stew Pork;Soup","Rice and Peas;Mashed potatoes;Fries;Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice;Callaloo Juice;Guava pineapple Juice","Sparkling Cran Wata","Fruits (no milk)"
"2025/05/12 11:09:07 AM EST","Female","Kingston 6","Young Adult (20 - 29)","Callaloo","Ground Provision/ Soul Food","Sandwich","Chicken","Fry Chicken;Bake Chicken;Barbe-Fry Chicken","Rice and Peas;White Rice;Raw vegetables salad;Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Beetroot Juice","Tropicana","Fruits (no milk)"
"2025/05/12 11:10:18 AM EST","Female","Kingston 10","Young Adult (20 - 29)","Cooked-up Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit","Porridge;Sandwich;Fruits","Chicken;Fish;Pork;Goat;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Soup;Patty;Sandwich/Burger","Rice and Peas;White Rice;Raw vegetables salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Box drink","Fruits (no milk)"
"2025/05/12 11:11:23 AM EST","Male","Kingston 10","Young Adult (20 - 29)","Ackee & Saltfish","Ground Provision/ Soul Food;Fry Dumpling;Boiled Dumpling;Bammy;Breadfruit;Fritters;Festival","Porridge;Sandwich;Fruits","Chicken;Pork;Goat;Beef","Fry Chicken;Bake Chicken;Barbe-Fry Chicken;Jerk Chicken;Curry Goat;Soup;Patty","Rice and Peas;Coco Bread;White Rice","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice","Soft drink","Fruits (no milk)"
"2025/05/12 11:12:19 AM EST","Male","Kingston 10","Millennials (30 - 44)","Ackee & Saltfish","Ground Provision/ Soul Food;Boiled Dumpling;Bammy;Breadfruit;Festival","Porridge;Sandwich;Fruits","Chicken;Fish;Pork;Goat","Fry Chicken;Bake Chicken;Mutton;Curry Goat;Escovitch Fish;Soup;Patty","Rice and Peas;White Rice;Raw vegetables salad;Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice","Box drink","Fruits (no milk)"